30049,46729
48865,47489
58389,59015
28825,29054
48263,47583
50067,54998
54772,57162,58935
21824,44136,43610,44488,49304,50030,48479,47104,47301,49489,47467,47358,47942,46512,47685,47640,47338,48157,47804,47893,47377,47781,47331,47548,48634
56002,58197
46245,19005,19010
53249,53805
47855,48085,47628
55160,58390
47538,48280
42906,43098
45707,50657
44856,50303
41696,45172
14198,43568,41825,42800,43003,41740,42929,43273,49263,46990,46427,47353,48511,47780,49105,48249,47687,47642
15500,41787
47296,48116,46768
49256,49415
53310,55057
44312,43794
48713,46621
55294,54863
46761,19143
46673,48115
53238,55246,57406
46474,29212
41540,44041
54942,60991
42295,17512
48918,49141
42168,13896
8571,8818
53404,55193
52867,52875,54042,54092
55459,58374
59431,58706
13919,43709
53434,53433,53435
55456,61337
45363,42375
48795,49360
46691,49649
56101,57131
54773,60994
19087,18730
28562,28563,30124
43200,16072
44445,41654
47383,47936
45194,44975
54145,54249
52944,52945,61744
42164,42350
55030,55298
52870,52880
10446,28936
47847,49281
44934,45344
48856,49567
44144,43392
50232,48099
41445,42968,44366
48456,48899
28937,29171
53192,55577,60998
44972,44918
22996,41645,43670
47138,47071
55432,55295
45062,50714,44951
41956,42997,9458,57581,56990
42213,17704
54135,45724,27932,45978,58604,27947
43157,44814
60301,60769
42647,44322
44178,58806
44139,44460
48091,49758
8990,8653
46410,50541
46004,44604,46473
47462,48123,48746
45577,43044
55495,56554
56592,58363
41410,46233
43116,43946
48338,50323
47371,47621
55264,59349,59851
48748,55119
56234,55736
47047,47133,47052,48664
48637,48641
47606,50276
42421,54257,41580,42950,42928,42371,43692,45663,41743
53240,55570
48790,49122
44377,41808
52902,53978
48287,48147,48927
53981,55125
58527,60028
41904,44336,44825,43515
59792,59361
46896,46897
43986,44321
49283,47476
54952,58589
41660,44353
46649,48217
8316,8475
4,554,571,590
41650,41949,44877,45751,45221,44687,61528,16076
41698,43669,44208
41393,46196
44852,53531,27106
41411,44461
48201,48540
46419,49053
8088,8191,44670
46320,50525
44454,46016,44865,47557,45570
18531,18708
44409,44410
48562,48350
59895,58555
47219,48034
41552,44979,44455
44001,45987
56296,21771
11992,13199,13202
55911,60081
50088,49202
44515,43261,43254
41932,41981
45667,45406
44573,45504,50498
45195,17646
49012,49538,59060
52878,43846,44860,43705,53088,53416
52884,42208,44059,43910,46147,59671
47049,47136
55849,57745
54467,60945
46413,48235
56624,56232
41387,41431,41443,41495,41640,41643,43242,44335,44448,45891,45417,44988,41611,43547,30275,43280,44111,41642,45497,50897,27937,27950,43750,41578,44925,45420,47731,48945,44018,49427,47215,49547,45336,45438
49021,50107
53368,55944
53199,54466,59502
46467,46739
60582,61498
58139,56443
43399,42940
42194,42895,42656
41753,43580
58531,60782
52960,55059,55186,60933
41891,44204,44205
48488,50112
16068,16122
55789,55826
54252,58578
46197,54583
46657,47046
57467,55746
42713,15389
9753,9732,11537
54745,55344
54944,55672
41733,42572
54954,58587
44735,43447,47054,46468,46656,47006,47871,46921
44244,44901
56625,58460
52912,57185,61236
57461,56391,57702
8380,13399,13423,13472
55548,55607,61384
54595,55157
41545,44337
45677,43818
59882,46949,53880
42049,43386
55284,61936
55975,59436
46797,47935
49995,48891
8473,41718
58547,56208
49536,55501
14272,14404,17205
46493,60715
60353,56113
46645,49972
9096,8443
41430,45186,50362
46489,46717,46790
56058,58216
42113,43299
41894,43970
13892,42829
46236,44641
45275,55081
46924,47022
42322,43390,42425
41791,44457
44238,43536
43041,49284
9092,8783
47793,48428
56094,56854
46560,29196
12112,47295,43369
44362,44631,44361
43834,44303
43965,43967
55481,61098
55671,60062
41597,44331
47605,60733
56623,56235
54737,61088
42181,14479
50692,50691
28564,28565,30125
29398,59865
48642,48887
47994,49111
53511,61292
48009,48469,49171
46980,48937
8959,41920
24497,45681,43225
27921,27935
41697,45324,45326,44202
41434,46007,46492
58686,58691
42122,14711
46522,48848
55637,55512
53233,43527,41458
44328,44681
44424,44022,42391
27917,27938
47829,57983
58299,59317
47574,49092
30048,47644
48844,49219
15489,55360
16082,44271,16136
44986,45039,50745
44110,44628
54447,59906,60117
54433,61331
13876,13877,14505,14186,14500,14189
42742,41724
56716,54609
55694,57186
44320,44857,42931,45072
44345,44381
5105,53748
45700,44368
61021,54865,60172,61476
14070,14118
55171,55033,56239
11900,11918,11847
43391,45457
55194,55315
53965,54132
44034,9306
43395,45063
41811,44440,49248,44355,43808,44734,50288,46539
46341,46875
49383,56810
48218,49797
43811,43812
43864,45301
8484,41874
48817,48325
29188,47844,10379,57543,55477,57700
46731,49585
48782,48785
44309,44571
43899,45926
46923,47091
54540,59942
33478,54742
9898,47388
22706,54057
52871,60298,61232
44582,45731
52909,44613,49599
55303,56236
27934,27948
49405,46400
8867,42416
46985,48826
50713,43345,45849,55201
41538,44945
50186,56041
46733,49586
58634,60196
41587,55864,41429,42460,42762
17658,14891
48561,49773
50185,55991
53020,61782
47677,49746
45231,43875
58084,59185,59727
57446,57240
52976,56294
45501,45807
54774,60548,55730
18525,19085,18980
55972,54999
43008,43388,44088
43216,43170
44137,44625,41668,41662
53028,60479,61009
44311,41673
59164,60518
45505,48920
43671,44071
41667,42464
45268,45626
54748,55254
48221,48224
56255,57460,59998,60055,59567
29432,29430
60063,59160
53223,54959
55581,60077
45706,614,45170
29375,57318
13473,24394,26002,41527,44830,45191,45760,41564,55094,13840,43927,28549,44367,44158,43810,44357
47508,58470
45264,42497
41593,44329
45454,45041
25519,24492,45499,43630,54388,44966,60340
45722,45995
47121,47124
54933,55441
46838,46846
53232,44822,44823
48326,48816
44937,44940
58403,59018,60951
49056,48204
45747,43444,619,1641
47676,47914
53147,53977,55327
44468,44431
53565,53568
28145,53820,13838,45665
327,328
329,330
343,1768
355,1751
379,475
588,1725
745,782
803,885
849,1047
905,906
923,1194
924,1195
946,1425
1048,1505
1073,1075
59972,54434
59484,58086
56342,56754,58582
1106,1529
55154,56758
58092,59500
1105,1524
1125,1127
1151,1152
1214,19009
1248,1254
1352,1431
1371,1373
1438,1440
1458,9540
1617,1619
1682,1685
2317,2319
2323,7395
2351,2353
2420,2421
2437,2439
2483,2486
2485,2489
2590,2592
2762,2763
2862,2863
2898,2901
2920,2929
2922,7500
2967,2968
2988,2989
2993,2996
3136,3146
3138,3147
3172,3177
3450,3454
3459,3463
3476,3499
3484,3489
3551,3558
3652,3663
3713,3715
3697,3704
3748,3751
3846,3852
3947,3953
3974,4126
3964,4115
3990,4002
4012,4015
4035,4041
4133,4142
4132,4141
4136,4144
4165,4178
4263,4269
4298,4304
4316,4323
4462,4472
4495,4516
4552,4555
4695,4707
4760,4771
4817,4836
4896,4920
4898,4943
4967,4976
4983,4993
4999,5009
5020,5033
5242,5249
19263,19266
5266,5272
5316,6677
5380,5392
5411,5416
5405,5418
5415,6199
5635,5648
5709,5741
5718,5727
5735,5747
5828,5857
5989,5998
6032,6057
6065,6079,6099
6133,6146
6167,6176
6332,6354
6407,6415
6484,6487
6665,6684
6680,6688
6682,6691
6801,6810
6813,6820
6826,6833
6870,6879
6893,6903
7000,7014
7097,7106
7157,7188
7167,7180
7164,7184
7183,7189
7187,7195
7198,7204
7229,7290
7324,7356
7428,7432
7497,7505
7571,7575
7601,7607
7654,7669
52512,52780
52482,52577
7913,7916
7926,7930
8119,8124,8139
8118,8147
8125,8140
8098,8102
8241,13803
8170,8240
8237,14273
8271,8288
13633,13740
13501,13429
13743,14073
8361,8364
8372,13754
8385,14092
8413,8415
8452,8455
8579,8738
8578,8736
8602,8686
8623,8759
8704,42886
8713,8716
8739,8992
8768,8769
