16149,15424
8803,14847
8845,42903
8887,9040
8901,14846
8903,14849,15951
56927,56707
56704,59238
8969,15220,17097
15225,17106
9116,9282
9127,9433
15411,15824,15603
9271,14903
9369,9374
9492,9711
9521,9712
9571,16610
9569,16601
9618,9622
9670,9673
9681,17751
10123,10124
10217,10358
10250,11447
10400,10441
10496,10641
10505,10525
10516,23832
10540,11162
10619,11012
10573,10835
10663,11004
10597,11244
10607,11250
18818,18657
18661,10699
10642,11238
10648,10786
10655,10817
10653,10660
10706,24523
10700,24512
10824,10831,10905
10827,10834
10851,11063
10989,29068
11127,11137
11204,28912
25355,25904
11265,25120,46464
11352,11361
11593,11598
11616,11620
11719,11724
12024,12134,12903
12062,12063
12221,12297
12233,12252
12224,12254
12387,12531
12394,12604
12534,22300
12539,22292
12293,12294
12352,12357
12348,12355
12381,12383
12388,12390
12396,12397
12371,12373
12441,12460
12495,12509
12585,12610
12699,21266
12691,21264
12731,12824
12761,12767
12866,13083
12879,13129
12954,12981
12967,13163
12964,13158
13107,13125
13113,13119
13330,13349
13335,14071
13358,14330
13394,13395
13790,13791
13559,13753
13564,13619
13632,13723
13652,13869
13819,14236
13818,14542
13933,14381
13948,13949
13972,43522
13981,13983
13980,13982
13995,13997
14005,14007
14012,14227
16987,17559
14043,15354,16978
14103,14598
14127,46532
14122,14123
14129,15123,15377
14163,14166
14254,14931
14249,14918
14282,14364
14389,14395
14454,14459,16617
14464,14967
14533,15761
14572,14946
14627,14673
14630,14962
14767,15174
14764,15171
14838,15294
14882,14885
14938,15576
14963,14964
15084,15271
15086,15480
15205,15209
15299,15303
15319,16958
15400,17192
15394,15973
15412,15493
15475,16209,16245
15509,17428
15637,16650
15782,15789
15800,15806
15940,16326
15967,15972
16016,16022
16043,16048
16050,16058
16063,17048
16224,16244,17248
16283,16345
16278,16338
16337,16492
16317,16608,16984
16432,17011
16331,17167
16349,16358
16360,16368
16381,17255
16386,16713,17263
16377,16703
16567,16570
16730,16742
16906,16919
16899,16905
16910,16924
16959,16967
17085,17093
17109,17116
17189,17200
17247,17252
17417,17609
17430,17437
17466,17476
17677,17686
17938,17943
46249,46253
18077,19374
18139,18143
18211,18212
18224,18225
18316,18438
18695,18914
18402,18786
18527,18533
18641,18655
18671,18678
18807,18823
18836,18845
18828,18838
18962,18968
19014,19017
19156,19351
19183,19369
19213,19228
19309,19313
19317,19334
19326,19328
19385,19392
19468,47764,46342
19636,19753
19666,19667
19679,19680
19706,19980
19734,19766
19851,19852
19953,19976
20100,20103
20466,20529
20499,20510
20577,22584
20762,20765
20775,20831
20785,20898
20936,21052
20943,20966
20973,21743
20984,21041
21107,22344
55833,57263
21166,21173
21207,21825,22278
21202,21832,22268
21213,21848,22272
21220,21256
21682,21690
21857,21875
21877,49561
21905,21911
22180,22197
22207,22269
22202,22274
22327,22333
22328,22334
22765,23166
22772,23141
22773,23142
22803,23158
22811,23180
22825,23162
22831,23139
22844,23181
22854,23092
22876,26426
22891,23156
22902,23168
22903,23169
22905,23163
22911,23100
22952,23154
22953,23155
22987,23160
23062,23182
23098,26452
23099,26454
23094,26448
23097,26450
23096,26425
23102,26458
23119,26480
23140,26508
23165,26580
23167,26488
23443,23447
23516,24447
24718,25170
23628,23908
23634,23640
23690,25752
23717,23875
23927,25446
24002,24008
25383,25541
24393,25557
24475,25813
24588,24601
24634,24900
48781,47449
24644,24651
24654,24667
24800,25594
24790,24798
24801,24806
24997,25026
25162,25169
25166,25172
25340,25349
25818,25805
25804,25866
25915,25919
26000,26004
26139,26147
26592,28514
26604,28501
26695,26859
26701,26706
28195,26865
28321,28402
26694,26767
26765,28409
28398,28502
26681,26654
27041,27040
26764,27714
26632,26633
26945,28440
27521,27523,27634
27033,27313
28204,26903
26913,27874
26912,26899
27060,27363
28176,28261
26849,26850
26985,28075
27315,30848
27280,27281
26910,27279
26909,28223
27054,31309
27534,30486
26965,31176
26984,26986
27006,28354
27012,27261
27045,30609
27065,27543,27998
27545,27999
28120,30586
27206,27205
27097,27821
57424,57095
43414,57516
57090,57423
27151,27923
27153,27154
27176,27177
27178,27179
27479,30537
27199,27242,27391
27320,27457,30539
27375,27655
27376,27377
27426,30406
27689,27903
27572,27638
27617,27618
27754,27755
27756,30987
27767,30879
27766,30877
27786,31060
27868,27869
27871,27873
27920,27931
27919,27929
27930,27953
27936,27955
27928,27952
27933,27954
27943,27957
27945,27958
27941,27956
27968,27969
27984,27986
28248,28368
28249,28370
28317,28408
28678,29294,29733,29908
28677,29833
28600,28602,28676,29663,29905,29732
29538,29665,29832
28660,28661
28706,29863
49157,49454
56537,57476
58213,56607
28987,28990
29010,29011
29045,29882
57924,56103
29200,49985
29322,29324
56710,59251
29426,55416,55466
29514,29518
29520,29779
29522,30164
29610,29611
29697,29736
29796,30119
29801,29845
29896,30042
29954,29956
30126,30137
30127,30140
30143,30144
30236,31129
30279,31223
30331,31092
30337,31105
30344,31143
30388,30389
30442,30746
30503,30504
30534,30667
30550,30656
30617,30636
30633,30961
30634,30963
30772,30990
31080,31081
31107,31108
31123,31219
31164,31337
31250,31251
31340,31372
31497,41113
31385,41357,41359
31384,41180
31394,41298
31414,31440
34780,37500
32106,36618
31442,38154
41249,32049
40717,40718
31496,32275
40658,32277
40665,39728
31540,32162
31542,31543
40253,39126
40247,37534
31628,31668
31969,37531,37933
40250,39128
37797,40265
40411,40959
40410,40708
31598,41039
31597,41038
31594,37571
39386,39634
38707,38718,39586
39395,39643
38715,39590
31822,31823
38702,38392,39631
38444,38708
38445,39595
38712,39582
37196,39579
31647,34125
40618,40451
31678,40453
31686,31687
40449,40226
40435,41273
31755,31756
31762,39585
31798,38899
37765,39383
31808,38723
37770,39332
31859,40457
38566,38995
40021,40692
31850,40240
31853,31854
37649,32124,37769
36606,32123,37773,38109
36742,37664
36739,37640
31914,38900,36743
39221,37156,37036
31915,41021
31952,39794
38763,37491
31963,37492
31961,37487
32019,32021
32098,38844
32096,38842
32139,38187
37248,38259
32165,36836
36000,37724
32199,38027
37415,38475
32218,39200
32240,40845
36419,37498
32262,35516
32258,35513
32279,37613
32294,34101
32306,32309
32308,39195
32322,36870
35599,35765
35736,35739
32346,34741
34997,35007
32381,35471
35021,36540
32444,32445
32463,34051
32466,35607
32461,34047
32490,32494
32491,32493
32498,32935
32545,32547
32699,34247
32719,32721
32876,33301
57169,55839
32956,55838
32958,58476
33082,33083
33115,33123
33179,33181
33200,33646
33198,33658
33464,58722
33851,34297
33895,33897
33922,33926
33960,33968
33989,36317
37235,37672
35514,37345,38098
34090,35153
34080,35149
34085,35144
34096,34843
34170,34978
34195,35717
55010,34309
34331,35255
34476,34488
37711,38183
34712,38658
34703,36176
34684,36152
34692,39134
39552,39553
34711,34742
34748,35299
34847,34853
37955,38063
35091,35094
35128,35130
35224,36115
35264,35267
35290,35293
35390,36092,36093
35434,35467
35431,35465
35487,36369
35489,36366
35537,36323
35579,35581
35589,35593
35657,35660
35805,37972
35807,37974
35825,38645
35854,37586
35858,35860
35872,38339
35924,36524
36085,36828
36174,36183
36180,37941
37872,39054
37871,39569
36264,36268
36297,36303
36346,38133
36401,36407
36446,36454,36459
36588,38263
36629,38239,38502,39152
36658,36660
36695,36699
36707,38368
36713,38881
36719,38136
37892,39774
36917,59579
36938,36939
37001,37006
37004,38178
37024,37028,37429
37086,37341
37143,37154
37160,39309
37258,38476
37335,37679
37435,37437
37447,37451
37458,38589
37656,38150
37660,38575
37816,37818
37919,37921
38099,39272
38096,38102,39271
38184,38737
38277,38278
38290,38293
38509,38511
38517,39290
38553,38554
38663,40122
38673,39153
38733,40736
38732,40733
38809,38813
38836,38839
39015,39018
39179,39182
39252,40955
39404,39409
39436,39802
39480,39481
39494,40023
39511,39513
39709,39710
39718,39720
39719,39721
39809,39814
39822,39823,39825,39827,39829
39867,39869
39886,39887
39912,39913
39917,39919
40111,40815,40882
40151,40154
40232,40234
40339,40340
40436,40437
40766,53329
40871,40874
40922,40991
40941,40942
40972,40974
40990,40992
40995,41262
41294,41376
41308,41310
41315,41317
41349,41352
54074,61295
54833,59853
54832,59856
53770,61234
54076,55879
41860,42817
43091,43588,49215
43555,43556
43665,43666
50595,50905
44087,44233
44540,44755
44591,44711
57510,61038
45138,45352
45222,45223
45400,45404
46324,49465
47192,47041
46571,46573
46702,46704
46799,46801
48833,48834
47211,50848
55650,57594
55648,60641
53396,53933
54979,55654
54698,60746
47315,60921
47317,47318
47379,47408
47523,47525
48060,57286
48096,48097
48193,48592
56416,57250
56417,57241
55803,59076
61110,61428
59118,59072
48290,50132
48314,50456
48336,49747
49081,49085
49249,49250
49331,49333
54800,60961
49700,49701
49901,49902
49977,57965
50254,50559
50528,50531
50708,53115,53473,53882
50767,60345
51072,62015
51050,62031
51049,62028
51171,51173
51190,51191
51193,51194
52180,52337
51282,52560
51308,62014
51358,52830
51774,52579
51425,51641
52561,52562
51433,51434
52495,52210
51916,52152,52574
51627,52368
51629,51630
51756,52578
51828,51829
51833,51834
52150,52167
52183,52522
52269,52348
52268,52347
52543,52551
52688,52690
52886,55103,55380
52887,57977,55050,55726
54941,61239
52931,52932
61008,61318
53036,61019
61014,61321
60690,60701
59847,55521
53177,61513
55347,61540
55167,58027
53210,58479,58658
59682,58996
57227,58087
53228,58641
58813,56487
57217,60271,57215
53254,55687
57096,59311
54951,54932
53265,53267
53277,58081
53290,53507
54108,60296
61657,61663
53422,53423
53515,53516,60834
53796,61230
53644,60835
53660,59814,59819
53669,53670
53743,53744
53786,53787
55308,57867
54445,61523
58830,61713
56398,56399
54325,54326
55084,55766
54384,60837
54408,54409
54413,54414
55580,60923
54478,60913
54484,61095
54512,54514
55696,56617,58817
54543,59828,58805
54803,55258
54592,54593
54781,60610
54725,60828
54751,55274
55871,58624
54755,55004
58628,60700
54792,61240
60691,55888
54922,55919
54926,61402
54929,55244
55045,56215
55090,61557
55153,60344
55166,55894
59380,59386
57266,59368
55182,59744
55867,57723,58419
55868,58045
55252,60336
58074,61918
55337,55338
55346,55767
59217,59221
55386,55387,61687
55404,55405
55415,57224
60402,55642
55453,58303
55454,58296
55532,59858
55551,57622
55550,57713
55583,55587
55620,56265
59947,58662
55683,59425
55775,59202
55800,60030,58102
55807,56761,58106
56920,56921
55870,60554
60038,60532
55880,57743
55877,59260
55939,61151,61273
55943,60260
55978,58510,59665
59831,59822
56105,56106,60841
56142,56720
56165,58144
59341,59560
56179,56865,57863
56184,56356
56212,59554,59564
56214,59562
56251,57666
56299,57167
56321,60148
56338,58471
56339,58474
56394,57007
56465,56469
56510,56511
56518,56520
56531,56532
56530,59811
56609,60045
58100,56665
56645,56668,56664
56674,60833
57515,57520
56799,58892
56813,56814
56861,56873
56938,59356
56951,60517
56960,58305
56968,56969
60611,60614
57116,58529
57183,57915
57337,57340
57357,57359
57385,57391
57396,57464
57410,57411
57552,59302
57592,58520
57616,60711
57680,60116
57785,57791
57795,58265
57797,61119
57879,61209
57873,58090
57916,60795
58032,59314
58026,59309
58075,58085
58131,58730
58220,59254
58388,59257
58394,59250
58946,58951
58543,59646
58657,58673
58676,58685,59628
58875,59700
58889,60964
58923,59809
58939,59816
58969,59571
59071,59456
59079,59462
59086,59336
59142,59154
59171,59181
59294,59298
59295,59297
59508,59513
59538,59547
59578,59583,61679
59717,59719
59718,59725
59815,60977
60051,60060
60043,60052
60064,60069
60238,60246
60350,60357
60425,61771
60423,60429
60609,60613
60983,60987
61026,61029
61043,61048
61118,61125
61142,61981
61137,61984
61150,61983
61438,61442
61696,61699
61779,61781
62246,62399
62352,62427
62368,62370
62487,62611
